Track,Artist,URI,Audio Features,cluster
BackOutsideBoyz,Drake,0wshkEEcJUQU33RSRBb5dv,"[{'danceability': 0.849, 'energy': 0.433, 'key': 5, 'loudness': -8.434, 'mode': 0, 'speechiness': 0.316, 'acousticness': 0.0407, 'instrumentalness': 0, 'liveness': 0.388, 'valence': 0.395, 'tempo': 142.11, 'type': 'audio_features', 'id': '0wshkEEcJUQU33RSRBb5dv', 'uri': 'spotify:track:0wshkEEcJUQU33RSRBb5dv', 'track_href': 'https://api.spotify.com/v1/tracks/0wshkEEcJUQU33RSRBb5dv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0wshkEEcJUQU33RSRBb5dv', 'duration_ms': 152962, 'time_signature': 4}]",1
Privileged Rappers,Drake,7l2nxyx7IkBX5orhkALg0V,"[{'danceability': 0.934, 'energy': 0.614, 'key': 5, 'loudness': -7.384, 'mode': 1, 'speechiness': 0.198, 'acousticness': 0.00274, 'instrumentalness': 0, 'liveness': 0.123, 'valence': 0.616, 'tempo': 144.045, 'type': 'audio_features', 'id': '7l2nxyx7IkBX5orhkALg0V', 'uri': 'spotify:track:7l2nxyx7IkBX5orhkALg0V', 'track_href': 'https://api.spotify.com/v1/tracks/7l2nxyx7IkBX5orhkALg0V', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7l2nxyx7IkBX5orhkALg0V', 'duration_ms': 160821, 'time_signature': 4}]",4
Spin Bout U,Drake,2ZL7WZcjuYKi1KUDtp4kCC,"[{'danceability': 0.773, 'energy': 0.701, 'key': 7, 'loudness': -6.386, 'mode': 1, 'speechiness': 0.0512, 'acousticness': 0.01, 'instrumentalness': 0, 'liveness': 0.163, 'valence': 0.203, 'tempo': 129.963, 'type': 'audio_features', 'id': '2ZL7WZcjuYKi1KUDtp4kCC', 'uri': 'spotify:track:2ZL7WZcjuYKi1KUDtp4kCC', 'track_href': 'https://api.spotify.com/v1/tracks/2ZL7WZcjuYKi1KUDtp4kCC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ZL7WZcjuYKi1KUDtp4kCC', 'duration_ms': 214589, 'time_signature': 4}]",9
Hours In Silence,Drake,0sSRLXxknVTQDStgU1NqpY,"[{'danceability': 0.501, 'energy': 0.403, 'key': 6, 'loudness': -11.106, 'mode': 0, 'speechiness': 0.119, 'acousticness': 0.234, 'instrumentalness': 0, 'liveness': 0.267, 'valence': 0.111, 'tempo': 118.352, 'type': 'audio_features', 'id': '0sSRLXxknVTQDStgU1NqpY', 'uri': 'spotify:track:0sSRLXxknVTQDStgU1NqpY', 'track_href': 'https://api.spotify.com/v1/tracks/0sSRLXxknVTQDStgU1NqpY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0sSRLXxknVTQDStgU1NqpY', 'duration_ms': 399154, 'time_signature': 4}]",1
Treacherous Twins,Drake,4Flfb4fGscN9kXPOduQLrv,"[{'danceability': 0.746, 'energy': 0.517, 'key': 10, 'loudness': -7.582, 'mode': 0, 'speechiness': 0.327, 'acousticness': 0.0782, 'instrumentalness': 0, 'liveness': 0.137, 'valence': 0.609, 'tempo': 88.987, 'type': 'audio_features', 'id': '4Flfb4fGscN9kXPOduQLrv', 'uri': 'spotify:track:4Flfb4fGscN9kXPOduQLrv', 'track_href': 'https://api.spotify.com/v1/tracks/4Flfb4fGscN9kXPOduQLrv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Flfb4fGscN9kXPOduQLrv', 'duration_ms': 180098, 'time_signature': 4}]",5
Pussy & Millions (feat. Travis Scott),Drake,2KLwPaRDOB87XOYAT2fgxh,"[{'danceability': 0.749, 'energy': 0.63, 'key': 4, 'loudness': -6.652, 'mode': 0, 'speechiness': 0.116, 'acousticness': 0.0623, 'instrumentalness': 0, 'liveness': 0.353, 'valence': 0.445, 'tempo': 122.03, 'type': 'audio_features', 'id': '2KLwPaRDOB87XOYAT2fgxh', 'uri': 'spotify:track:2KLwPaRDOB87XOYAT2fgxh', 'track_href': 'https://api.spotify.com/v1/tracks/2KLwPaRDOB87XOYAT2fgxh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2KLwPaRDOB87XOYAT2fgxh', 'duration_ms': 242027, 'time_signature': 4}]",1
Circo Loco,Drake,7GeTsDIc5ykNB6lORO6Cee,"[{'danceability': 0.734, 'energy': 0.605, 'key': 1, 'loudness': -8.476, 'mode': 1, 'speechiness': 0.0699, 'acousticness': 0.0102, 'instrumentalness': 0, 'liveness': 0.317, 'valence': 0.252, 'tempo': 103.976, 'type': 'audio_features', 'id': '7GeTsDIc5ykNB6lORO6Cee', 'uri': 'spotify:track:7GeTsDIc5ykNB6lORO6Cee', 'track_href': 'https://api.spotify.com/v1/tracks/7GeTsDIc5ykNB6lORO6Cee', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7GeTsDIc5ykNB6lORO6Cee', 'duration_ms': 236795, 'time_signature': 4}]",6
Middle of the Ocean,Drake,410TZrK18uRjtsTunG14cl,"[{'danceability': 0.466, 'energy': 0.703, 'key': 4, 'loudness': -5.774, 'mode': 0, 'speechiness': 0.393, 'acousticness': 0.18, 'instrumentalness': 0, 'liveness': 0.422, 'valence': 0.25, 'tempo': 76.815, 'type': 'audio_features', 'id': '410TZrK18uRjtsTunG14cl', 'uri': 'spotify:track:410TZrK18uRjtsTunG14cl', 'track_href': 'https://api.spotify.com/v1/tracks/410TZrK18uRjtsTunG14cl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/410TZrK18uRjtsTunG14cl', 'duration_ms': 356389, 'time_signature': 3}]",1
Jumbotron Shit Poppin,Drake,2ZlABhxMMa43COmZ97kKsJ,"[{'danceability': 0.799, 'energy': 0.575, 'key': 6, 'loudness': -6.257, 'mode': 0, 'speechiness': 0.282, 'acousticness': 0.221, 'instrumentalness': 0, 'liveness': 0.196, 'valence': 0.319, 'tempo': 99.026, 'type': 'audio_features', 'id': '2ZlABhxMMa43COmZ97kKsJ', 'uri': 'spotify:track:2ZlABhxMMa43COmZ97kKsJ', 'track_href': 'https://api.spotify.com/v1/tracks/2ZlABhxMMa43COmZ97kKsJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ZlABhxMMa43COmZ97kKsJ', 'duration_ms': 137151, 'time_signature': 4}]",1
More M’s,Drake,29YW2xXlo6Pc6M0SBTCXYN,"[{'danceability': 0.704, 'energy': 0.504, 'key': 1, 'loudness': -6.749, 'mode': 1, 'speechiness': 0.223, 'acousticness': 0.0405, 'instrumentalness': 0.000422, 'liveness': 0.139, 'valence': 0.0713, 'tempo': 82.537, 'type': 'audio_features', 'id': '29YW2xXlo6Pc6M0SBTCXYN', 'uri': 'spotify:track:29YW2xXlo6Pc6M0SBTCXYN', 'track_href': 'https://api.spotify.com/v1/tracks/29YW2xXlo6Pc6M0SBTCXYN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/29YW2xXlo6Pc6M0SBTCXYN', 'duration_ms': 221406, 'time_signature': 4}]",6
3AM on Glenwood,Drake,1MTXYvJ9TSqg9x6WPCDx2n,"[{'danceability': 0.475, 'energy': 0.692, 'key': 1, 'loudness': -8.327, 'mode': 1, 'speechiness': 0.398, 'acousticness': 0.0533, 'instrumentalness': 6.49e-06, 'liveness': 0.18, 'valence': 0.241, 'tempo': 181.167, 'type': 'audio_features', 'id': '1MTXYvJ9TSqg9x6WPCDx2n', 'uri': 'spotify:track:1MTXYvJ9TSqg9x6WPCDx2n', 'track_href': 'https://api.spotify.com/v1/tracks/1MTXYvJ9TSqg9x6WPCDx2n', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1MTXYvJ9TSqg9x6WPCDx2n', 'duration_ms': 178329, 'time_signature': 4}]",6
Dope Man,N.W.A.,4fukZMkYV1JgJ68NegVLtN,"[{'danceability': 0.773, 'energy': 0.735, 'key': 11, 'loudness': -9.461, 'mode': 0, 'speechiness': 0.305, 'acousticness': 0.0288, 'instrumentalness': 0, 'liveness': 0.19, 'valence': 0.818, 'tempo': 176.415, 'type': 'audio_features', 'id': '4fukZMkYV1JgJ68NegVLtN', 'uri': 'spotify:track:4fukZMkYV1JgJ68NegVLtN', 'track_href': 'https://api.spotify.com/v1/tracks/4fukZMkYV1JgJ68NegVLtN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4fukZMkYV1JgJ68NegVLtN', 'duration_ms': 378373, 'time_signature': 4}]",5
Break My Heart,Rod Wave,13VvjrXWYzG9lWViL8Y9vM,"[{'danceability': 0.701, 'energy': 0.562, 'key': 1, 'loudness': -8.915, 'mode': 1, 'speechiness': 0.0381, 'acousticness': 0.0166, 'instrumentalness': 1.2e-05, 'liveness': 0.352, 'valence': 0.354, 'tempo': 84.994, 'type': 'audio_features', 'id': '13VvjrXWYzG9lWViL8Y9vM', 'uri': 'spotify:track:13VvjrXWYzG9lWViL8Y9vM', 'track_href': 'https://api.spotify.com/v1/tracks/13VvjrXWYzG9lWViL8Y9vM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/13VvjrXWYzG9lWViL8Y9vM', 'duration_ms': 169412, 'time_signature': 4}]",6
Ghetto Reporter,Nas,0qHXyED9mnRk3DnXowUe6Y,"[{'danceability': 0.561, 'energy': 0.922, 'key': 10, 'loudness': -3.941, 'mode': 0, 'speechiness': 0.317, 'acousticness': 0.0116, 'instrumentalness': 0, 'liveness': 0.192, 'valence': 0.817, 'tempo': 92.289, 'type': 'audio_features', 'id': '0qHXyED9mnRk3DnXowUe6Y', 'uri': 'spotify:track:0qHXyED9mnRk3DnXowUe6Y', 'track_href': 'https://api.spotify.com/v1/tracks/0qHXyED9mnRk3DnXowUe6Y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0qHXyED9mnRk3DnXowUe6Y', 'duration_ms': 156972, 'time_signature': 4}]",5
Legit,Nas,0N7KYoFclzCaF5COp7BIlH,"[{'danceability': 0.428, 'energy': 0.925, 'key': 2, 'loudness': -3.742, 'mode': 1, 'speechiness': 0.472, 'acousticness': 0.21, 'instrumentalness': 0, 'liveness': 0.451, 'valence': 0.392, 'tempo': 83.508, 'type': 'audio_features', 'id': '0N7KYoFclzCaF5COp7BIlH', 'uri': 'spotify:track:0N7KYoFclzCaF5COp7BIlH', 'track_href': 'https://api.spotify.com/v1/tracks/0N7KYoFclzCaF5COp7BIlH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0N7KYoFclzCaF5COp7BIlH', 'duration_ms': 202804, 'time_signature': 4}]",2
SINNING,Damedot,06S5OJ30usHZ8AUzkFQcqa,"[{'danceability': 0.672, 'energy': 0.646, 'key': 10, 'loudness': -9.835, 'mode': 0, 'speechiness': 0.336, 'acousticness': 0.0345, 'instrumentalness': 0, 'liveness': 0.116, 'valence': 0.185, 'tempo': 85.944, 'type': 'audio_features', 'id': '06S5OJ30usHZ8AUzkFQcqa', 'uri': 'spotify:track:06S5OJ30usHZ8AUzkFQcqa', 'track_href': 'https://api.spotify.com/v1/tracks/06S5OJ30usHZ8AUzkFQcqa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/06S5OJ30usHZ8AUzkFQcqa', 'duration_ms': 167442, 'time_signature': 4}]",3
JUST BCUZ,Damedot,0PxWHDMZ0gNiR1wZjw5z69,"[{'danceability': 0.444, 'energy': 0.594, 'key': 5, 'loudness': -9.0, 'mode': 1, 'speechiness': 0.14, 'acousticness': 0.022, 'instrumentalness': 0.00116, 'liveness': 0.142, 'valence': 0.144, 'tempo': 80.231, 'type': 'audio_features', 'id': '0PxWHDMZ0gNiR1wZjw5z69', 'uri': 'spotify:track:0PxWHDMZ0gNiR1wZjw5z69', 'track_href': 'https://api.spotify.com/v1/tracks/0PxWHDMZ0gNiR1wZjw5z69', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0PxWHDMZ0gNiR1wZjw5z69', 'duration_ms': 163902, 'time_signature': 4}]",9
TOO MANY GRAMS (feat. Young Will),Damedot,3JWRPLdilevZk987h2advV,"[{'danceability': 0.437, 'energy': 0.721, 'key': 9, 'loudness': -7.155, 'mode': 1, 'speechiness': 0.406, 'acousticness': 0.431, 'instrumentalness': 0, 'liveness': 0.356, 'valence': 0.681, 'tempo': 85.402, 'type': 'audio_features', 'id': '3JWRPLdilevZk987h2advV', 'uri': 'spotify:track:3JWRPLdilevZk987h2advV', 'track_href': 'https://api.spotify.com/v1/tracks/3JWRPLdilevZk987h2advV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3JWRPLdilevZk987h2advV', 'duration_ms': 135469, 'time_signature': 5}]",4
SURFBOARD,Damedot,1WM7DqYEdEhDRrYBZkBjYw,"[{'danceability': 0.593, 'energy': 0.581, 'key': 6, 'loudness': -10.604, 'mode': 0, 'speechiness': 0.409, 'acousticness': 0.0663, 'instrumentalness': 0.000385, 'liveness': 0.311, 'valence': 0.679, 'tempo': 122.526, 'type': 'audio_features', 'id': '1WM7DqYEdEhDRrYBZkBjYw', 'uri': 'spotify:track:1WM7DqYEdEhDRrYBZkBjYw', 'track_href': 'https://api.spotify.com/v1/tracks/1WM7DqYEdEhDRrYBZkBjYw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1WM7DqYEdEhDRrYBZkBjYw', 'duration_ms': 140870, 'time_signature': 5}]",7
SEE THE SUN,Damedot,6ZxU15T6TzEfVj0PLUhqFb,"[{'danceability': 0.64, 'energy': 0.572, 'key': 8, 'loudness': -6.516, 'mode': 0, 'speechiness': 0.389, 'acousticness': 0.0276, 'instrumentalness': 0.101, 'liveness': 0.0916, 'valence': 0.362, 'tempo': 159.78, 'type': 'audio_features', 'id': '6ZxU15T6TzEfVj0PLUhqFb', 'uri': 'spotify:track:6ZxU15T6TzEfVj0PLUhqFb', 'track_href': 'https://api.spotify.com/v1/tracks/6ZxU15T6TzEfVj0PLUhqFb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ZxU15T6TzEfVj0PLUhqFb', 'duration_ms': 171000, 'time_signature': 4}]",3
COOKIE CUTTER,Damedot,5wRLzDYckN4P1nJzPVZQj0,"[{'danceability': 0.474, 'energy': 0.761, 'key': 8, 'loudness': -6.972, 'mode': 1, 'speechiness': 0.427, 'acousticness': 0.0737, 'instrumentalness': 0.003, 'liveness': 0.195, 'valence': 0.176, 'tempo': 172.603, 'type': 'audio_features', 'id': '5wRLzDYckN4P1nJzPVZQj0', 'uri': 'spotify:track:5wRLzDYckN4P1nJzPVZQj0', 'track_href': 'https://api.spotify.com/v1/tracks/5wRLzDYckN4P1nJzPVZQj0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5wRLzDYckN4P1nJzPVZQj0', 'duration_ms': 99310, 'time_signature': 4}]",9
WHERE YO LOYALTY AT,Damedot,5POevw97dbCtq8B5pmRwHM,"[{'danceability': 0.648, 'energy': 0.666, 'key': 1, 'loudness': -5.531, 'mode': 1, 'speechiness': 0.116, 'acousticness': 0.00502, 'instrumentalness': 0.000224, 'liveness': 0.323, 'valence': 0.0868, 'tempo': 105.069, 'type': 'audio_features', 'id': '5POevw97dbCtq8B5pmRwHM', 'uri': 'spotify:track:5POevw97dbCtq8B5pmRwHM', 'track_href': 'https://api.spotify.com/v1/tracks/5POevw97dbCtq8B5pmRwHM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5POevw97dbCtq8B5pmRwHM', 'duration_ms': 146286, 'time_signature': 4}]",6
ONLY RIGHT,Damedot,2d07aHc5ZtnntauKbhYVDX,"[{'danceability': 0.538, 'energy': 0.926, 'key': 10, 'loudness': -4.291, 'mode': 0, 'speechiness': 0.369, 'acousticness': 0.146, 'instrumentalness': 1.04e-05, 'liveness': 0.303, 'valence': 0.868, 'tempo': 153.839, 'type': 'audio_features', 'id': '2d07aHc5ZtnntauKbhYVDX', 'uri': 'spotify:track:2d07aHc5ZtnntauKbhYVDX', 'track_href': 'https://api.spotify.com/v1/tracks/2d07aHc5ZtnntauKbhYVDX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2d07aHc5ZtnntauKbhYVDX', 'duration_ms': 124662, 'time_signature': 4}]",5
Thun,Nas,6tSemeCMDHYp5gqmKDJcn2,"[{'danceability': 0.737, 'energy': 0.947, 'key': 10, 'loudness': -1.588, 'mode': 0, 'speechiness': 0.324, 'acousticness': 0.187, 'instrumentalness': 0, 'liveness': 0.196, 'valence': 0.742, 'tempo': 92.09, 'type': 'audio_features', 'id': '6tSemeCMDHYp5gqmKDJcn2', 'uri': 'spotify:track:6tSemeCMDHYp5gqmKDJcn2', 'track_href': 'https://api.spotify.com/v1/tracks/6tSemeCMDHYp5gqmKDJcn2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6tSemeCMDHYp5gqmKDJcn2', 'duration_ms': 206107, 'time_signature': 4}]",5
Michael & Quincy,Nas,5MfCvL6jCTkxPCBQf3OkYH,"[{'danceability': 0.681, 'energy': 0.848, 'key': 1, 'loudness': -4.222, 'mode': 0, 'speechiness': 0.305, 'acousticness': 0.012, 'instrumentalness': 0, 'liveness': 0.147, 'valence': 0.288, 'tempo': 93.334, 'type': 'audio_features', 'id': '5MfCvL6jCTkxPCBQf3OkYH', 'uri': 'spotify:track:5MfCvL6jCTkxPCBQf3OkYH', 'track_href': 'https://api.spotify.com/v1/tracks/5MfCvL6jCTkxPCBQf3OkYH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5MfCvL6jCTkxPCBQf3OkYH', 'duration_ms': 167724, 'time_signature': 4}]",1
"Spinnin (with B-Lovee, Feat. Cordae)",Dougie B,1C41orKYTaul2aYazWzQ0E,"[{'danceability': 0.739, 'energy': 0.801, 'key': 11, 'loudness': -7.667, 'mode': 0, 'speechiness': 0.349, 'acousticness': 0.159, 'instrumentalness': 0, 'liveness': 0.282, 'valence': 0.72, 'tempo': 151.958, 'type': 'audio_features', 'id': '1C41orKYTaul2aYazWzQ0E', 'uri': 'spotify:track:1C41orKYTaul2aYazWzQ0E', 'track_href': 'https://api.spotify.com/v1/tracks/1C41orKYTaul2aYazWzQ0E', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1C41orKYTaul2aYazWzQ0E', 'duration_ms': 138947, 'time_signature': 4}]",5
STHHRESSED OUT,Glah4L,2OixvhUYyMGHSFRIBJBQXD,"[{'danceability': 0.84, 'energy': 0.507, 'key': 6, 'loudness': -9.677, 'mode': 1, 'speechiness': 0.102, 'acousticness': 0.23, 'instrumentalness': 0, 'liveness': 0.22, 'valence': 0.863, 'tempo': 111.992, 'type': 'audio_features', 'id': '2OixvhUYyMGHSFRIBJBQXD', 'uri': 'spotify:track:2OixvhUYyMGHSFRIBJBQXD', 'track_href': 'https://api.spotify.com/v1/tracks/2OixvhUYyMGHSFRIBJBQXD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2OixvhUYyMGHSFRIBJBQXD', 'duration_ms': 85870, 'time_signature': 4}]",4
Letter to Takeoff,Gucci Mane,7B09THlbQE2RndpgXeXQYE,"[{'danceability': 0.808, 'energy': 0.478, 'key': 5, 'loudness': -8.63, 'mode': 0, 'speechiness': 0.381, 'acousticness': 0.375, 'instrumentalness': 0, 'liveness': 0.0761, 'valence': 0.335, 'tempo': 140.958, 'type': 'audio_features', 'id': '7B09THlbQE2RndpgXeXQYE', 'uri': 'spotify:track:7B09THlbQE2RndpgXeXQYE', 'track_href': 'https://api.spotify.com/v1/tracks/7B09THlbQE2RndpgXeXQYE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7B09THlbQE2RndpgXeXQYE', 'duration_ms': 217872, 'time_signature': 4}]",1
Selfish,Slum Village,7sZCAHP2duHwr5M5K7lHsb,"[{'danceability': 0.71, 'energy': 0.597, 'key': 7, 'loudness': -6.468, 'mode': 1, 'speechiness': 0.239, 'acousticness': 0.221, 'instrumentalness': 0, 'liveness': 0.432, 'valence': 0.49, 'tempo': 95.769, 'type': 'audio_features', 'id': '7sZCAHP2duHwr5M5K7lHsb', 'uri': 'spotify:track:7sZCAHP2duHwr5M5K7lHsb', 'track_href': 'https://api.spotify.com/v1/tracks/7sZCAHP2duHwr5M5K7lHsb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7sZCAHP2duHwr5M5K7lHsb', 'duration_ms': 225400, 'time_signature': 4}]",4
Lord Knows,Drake,1QBwk6GTCxVdC2hoSw9tlM,"[{'danceability': 0.417, 'energy': 0.887, 'key': 5, 'loudness': -5.551, 'mode': 0, 'speechiness': 0.367, 'acousticness': 0.0786, 'instrumentalness': 0, 'liveness': 0.834, 'valence': 0.303, 'tempo': 167.579, 'type': 'audio_features', 'id': '1QBwk6GTCxVdC2hoSw9tlM', 'uri': 'spotify:track:1QBwk6GTCxVdC2hoSw9tlM', 'track_href': 'https://api.spotify.com/v1/tracks/1QBwk6GTCxVdC2hoSw9tlM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1QBwk6GTCxVdC2hoSw9tlM', 'duration_ms': 307640, 'time_signature': 4}]",1
Maxwell,Dirty Sanchez 47,3ZJTMPKbwsillzh2a6noV7,"[{'danceability': 0.765, 'energy': 0.799, 'key': 7, 'loudness': -4.889, 'mode': 0, 'speechiness': 0.277, 'acousticness': 0.484, 'instrumentalness': 0, 'liveness': 0.136, 'valence': 0.531, 'tempo': 96.959, 'type': 'audio_features', 'id': '3ZJTMPKbwsillzh2a6noV7', 'uri': 'spotify:track:3ZJTMPKbwsillzh2a6noV7', 'track_href': 'https://api.spotify.com/v1/tracks/3ZJTMPKbwsillzh2a6noV7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3ZJTMPKbwsillzh2a6noV7', 'duration_ms': 214674, 'time_signature': 4}]",8
Famous,21 Savage,19HA9J80qZfIkAnp2g8N2S,"[{'danceability': 0.779, 'energy': 0.597, 'key': 9, 'loudness': -9.652, 'mode': 0, 'speechiness': 0.434, 'acousticness': 0.723, 'instrumentalness': 4.47e-05, 'liveness': 0.0508, 'valence': 0.646, 'tempo': 173.986, 'type': 'audio_features', 'id': '19HA9J80qZfIkAnp2g8N2S', 'uri': 'spotify:track:19HA9J80qZfIkAnp2g8N2S', 'track_href': 'https://api.spotify.com/v1/tracks/19HA9J80qZfIkAnp2g8N2S', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/19HA9J80qZfIkAnp2g8N2S', 'duration_ms': 234280, 'time_signature': 4}]",8
Breakfast,Curren$y,4om3OBmhbN30hOwCDXaJwi,"[{'danceability': 0.472, 'energy': 0.661, 'key': 7, 'loudness': -8.055, 'mode': 1, 'speechiness': 0.193, 'acousticness': 0.0124, 'instrumentalness': 1.27e-05, 'liveness': 0.0671, 'valence': 0.36, 'tempo': 92.033, 'type': 'audio_features', 'id': '4om3OBmhbN30hOwCDXaJwi', 'uri': 'spotify:track:4om3OBmhbN30hOwCDXaJwi', 'track_href': 'https://api.spotify.com/v1/tracks/4om3OBmhbN30hOwCDXaJwi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4om3OBmhbN30hOwCDXaJwi', 'duration_ms': 169613, 'time_signature': 4}]",9
8701,JID,0gmYtRyuvRKpd6cCApSDTh,"[{'danceability': 0.547, 'energy': 0.636, 'key': 4, 'loudness': -8.739, 'mode': 0, 'speechiness': 0.443, 'acousticness': 0.112, 'instrumentalness': 1.01e-05, 'liveness': 0.142, 'valence': 0.416, 'tempo': 173.961, 'type': 'audio_features', 'id': '0gmYtRyuvRKpd6cCApSDTh', 'uri': 'spotify:track:0gmYtRyuvRKpd6cCApSDTh', 'track_href': 'https://api.spotify.com/v1/tracks/0gmYtRyuvRKpd6cCApSDTh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0gmYtRyuvRKpd6cCApSDTh', 'duration_ms': 111810, 'time_signature': 4}]",1
Thumbalina,Mac Miller,0e3F544UPt7TwDluSehl8w,"[{'danceability': 0.542, 'energy': 0.794, 'key': 2, 'loudness': -4.723, 'mode': 0, 'speechiness': 0.395, 'acousticness': 0.0697, 'instrumentalness': 2.74e-06, 'liveness': 0.688, 'valence': 0.689, 'tempo': 95.736, 'type': 'audio_features', 'id': '0e3F544UPt7TwDluSehl8w', 'uri': 'spotify:track:0e3F544UPt7TwDluSehl8w', 'track_href': 'https://api.spotify.com/v1/tracks/0e3F544UPt7TwDluSehl8w', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0e3F544UPt7TwDluSehl8w', 'duration_ms': 186282, 'time_signature': 4}]",7
Hoodbooger,JID,2bej0YlVSD5S91vf9dVHN4,"[{'danceability': 0.552, 'energy': 0.658, 'key': 6, 'loudness': -8.215, 'mode': 0, 'speechiness': 0.665, 'acousticness': 0.648, 'instrumentalness': 0, 'liveness': 0.399, 'valence': 0.449, 'tempo': 160.24, 'type': 'audio_features', 'id': '2bej0YlVSD5S91vf9dVHN4', 'uri': 'spotify:track:2bej0YlVSD5S91vf9dVHN4', 'track_href': 'https://api.spotify.com/v1/tracks/2bej0YlVSD5S91vf9dVHN4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2bej0YlVSD5S91vf9dVHN4', 'duration_ms': 156472, 'time_signature': 4}]",8
OFF THE RIP,DaBaby,3e39X4Q74yJzsYUEeyf4ws,"[{'danceability': 0.801, 'energy': 0.693, 'key': 0, 'loudness': -4.002, 'mode': 1, 'speechiness': 0.323, 'acousticness': 0.0104, 'instrumentalness': 0, 'liveness': 0.376, 'valence': 0.602, 'tempo': 164.084, 'type': 'audio_features', 'id': '3e39X4Q74yJzsYUEeyf4ws', 'uri': 'spotify:track:3e39X4Q74yJzsYUEeyf4ws', 'track_href': 'https://api.spotify.com/v1/tracks/3e39X4Q74yJzsYUEeyf4ws', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3e39X4Q74yJzsYUEeyf4ws', 'duration_ms': 115610, 'time_signature': 4}]",2
Nobles (feat. Earl Sweatshirt & Navy Blue),The Alchemist,4BZYQk0qoFTnTKY90Q8iBZ,"[{'danceability': 0.301, 'energy': 0.497, 'key': 1, 'loudness': -9.603, 'mode': 1, 'speechiness': 0.0549, 'acousticness': 0.32, 'instrumentalness': 0, 'liveness': 0.164, 'valence': 0.114, 'tempo': 183.424, 'type': 'audio_features', 'id': '4BZYQk0qoFTnTKY90Q8iBZ', 'uri': 'spotify:track:4BZYQk0qoFTnTKY90Q8iBZ', 'track_href': 'https://api.spotify.com/v1/tracks/4BZYQk0qoFTnTKY90Q8iBZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4BZYQk0qoFTnTKY90Q8iBZ', 'duration_ms': 136500, 'time_signature': 1}]",6
Oh Boy,Cam’ron,4gdQ8QShlC3toP9Mkc8DwB,"[{'danceability': 0.754, 'energy': 0.767, 'key': 6, 'loudness': -5.586, 'mode': 1, 'speechiness': 0.145, 'acousticness': 0.0216, 'instrumentalness': 0, 'liveness': 0.172, 'valence': 0.828, 'tempo': 83.014, 'type': 'audio_features', 'id': '4gdQ8QShlC3toP9Mkc8DwB', 'uri': 'spotify:track:4gdQ8QShlC3toP9Mkc8DwB', 'track_href': 'https://api.spotify.com/v1/tracks/4gdQ8QShlC3toP9Mkc8DwB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4gdQ8QShlC3toP9Mkc8DwB', 'duration_ms': 204707, 'time_signature': 4}]",4
