Track,Artist,URI,Audio Features,cluster
Link Up,NxWorries,0EbwUhWO0HinKzqxTOykCy,"[{'danceability': 0.656, 'energy': 0.814, 'key': 1, 'loudness': -7.229, 'mode': 1, 'speechiness': 0.269, 'acousticness': 0.0871, 'instrumentalness': 0.000375, 'liveness': 0.173, 'valence': 0.526, 'tempo': 100.086, 'type': 'audio_features', 'id': '0EbwUhWO0HinKzqxTOykCy', 'uri': 'spotify:track:0EbwUhWO0HinKzqxTOykCy', 'track_href': 'https://api.spotify.com/v1/tracks/0EbwUhWO0HinKzqxTOykCy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0EbwUhWO0HinKzqxTOykCy', 'duration_ms': 211093, 'time_signature': 4}]",2
Down In Atlanta,Pharrell Williams,5unjCay0kUjuej5ebn4nS4,"[{'danceability': 0.851, 'energy': 0.819, 'key': 7, 'loudness': -5.173, 'mode': 1, 'speechiness': 0.212, 'acousticness': 0.337, 'instrumentalness': 0.000153, 'liveness': 0.0658, 'valence': 0.903, 'tempo': 83.154, 'type': 'audio_features', 'id': '5unjCay0kUjuej5ebn4nS4', 'uri': 'spotify:track:5unjCay0kUjuej5ebn4nS4', 'track_href': 'https://api.spotify.com/v1/tracks/5unjCay0kUjuej5ebn4nS4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5unjCay0kUjuej5ebn4nS4', 'duration_ms': 164041, 'time_signature': 3}]",4
2 Million Up (feat. Rob49),Peezy,5iY0Mx5x4XMUL8PKIFns4n,"[{'danceability': 0.664, 'energy': 0.393, 'key': 6, 'loudness': -9.676, 'mode': 0, 'speechiness': 0.0864, 'acousticness': 0.00621, 'instrumentalness': 0.796, 'liveness': 0.0877, 'valence': 0.267, 'tempo': 191.669, 'type': 'audio_features', 'id': '5iY0Mx5x4XMUL8PKIFns4n', 'uri': 'spotify:track:5iY0Mx5x4XMUL8PKIFns4n', 'track_href': 'https://api.spotify.com/v1/tracks/5iY0Mx5x4XMUL8PKIFns4n', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5iY0Mx5x4XMUL8PKIFns4n', 'duration_ms': 165732, 'time_signature': 4}]",1
Got It Right,Rod Wave,3N6Pq7hhNg48xVZpg9zr37,"[{'danceability': 0.668, 'energy': 0.681, 'key': 9, 'loudness': -7.627, 'mode': 1, 'speechiness': 0.0372, 'acousticness': 0.0492, 'instrumentalness': 2.59e-06, 'liveness': 0.0986, 'valence': 0.491, 'tempo': 150.067, 'type': 'audio_features', 'id': '3N6Pq7hhNg48xVZpg9zr37', 'uri': 'spotify:track:3N6Pq7hhNg48xVZpg9zr37', 'track_href': 'https://api.spotify.com/v1/tracks/3N6Pq7hhNg48xVZpg9zr37', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3N6Pq7hhNg48xVZpg9zr37', 'duration_ms': 214400, 'time_signature': 4}]",9
The Answer Is No,Rod Wave,5ukKNHsxTosKxVxoRasnMb,"[{'danceability': 0.523, 'energy': 0.539, 'key': 1, 'loudness': -10.079, 'mode': 1, 'speechiness': 0.107, 'acousticness': 0.00286, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.228, 'tempo': 115.288, 'type': 'audio_features', 'id': '5ukKNHsxTosKxVxoRasnMb', 'uri': 'spotify:track:5ukKNHsxTosKxVxoRasnMb', 'track_href': 'https://api.spotify.com/v1/tracks/5ukKNHsxTosKxVxoRasnMb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5ukKNHsxTosKxVxoRasnMb', 'duration_ms': 156763, 'time_signature': 5}]",6
Gun Class,MudBaby Ru,2DEKpoE5Sy1Pf0bIktnB0k,"[{'danceability': 0.789, 'energy': 0.632, 'key': 11, 'loudness': -6.383, 'mode': 0, 'speechiness': 0.428, 'acousticness': 0.223, 'instrumentalness': 0, 'liveness': 0.148, 'valence': 0.729, 'tempo': 83.833, 'type': 'audio_features', 'id': '2DEKpoE5Sy1Pf0bIktnB0k', 'uri': 'spotify:track:2DEKpoE5Sy1Pf0bIktnB0k', 'track_href': 'https://api.spotify.com/v1/tracks/2DEKpoE5Sy1Pf0bIktnB0k', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2DEKpoE5Sy1Pf0bIktnB0k', 'duration_ms': 185735, 'time_signature': 4}]",5
Sweet Yamz,Fetty Wap,62oqxoJQYPCyjZ2ChH7foI,"[{'danceability': 0.629, 'energy': 0.692, 'key': 6, 'loudness': -3.332, 'mode': 1, 'speechiness': 0.0678, 'acousticness': 0.173, 'instrumentalness': 0, 'liveness': 0.0675, 'valence': 0.737, 'tempo': 154.211, 'type': 'audio_features', 'id': '62oqxoJQYPCyjZ2ChH7foI', 'uri': 'spotify:track:62oqxoJQYPCyjZ2ChH7foI', 'track_href': 'https://api.spotify.com/v1/tracks/62oqxoJQYPCyjZ2ChH7foI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/62oqxoJQYPCyjZ2ChH7foI', 'duration_ms': 105195, 'time_signature': 4}]",4
On Time (with John Legend),Metro Boomin,2AJ9m2GYvegfJul4GdERER,"[{'danceability': 0.331, 'energy': 0.589, 'key': 5, 'loudness': -6.622, 'mode': 0, 'speechiness': 0.0611, 'acousticness': 0.756, 'instrumentalness': 0.000719, 'liveness': 0.44, 'valence': 0.513, 'tempo': 80.323, 'type': 'audio_features', 'id': '2AJ9m2GYvegfJul4GdERER', 'uri': 'spotify:track:2AJ9m2GYvegfJul4GdERER', 'track_href': 'https://api.spotify.com/v1/tracks/2AJ9m2GYvegfJul4GdERER', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2AJ9m2GYvegfJul4GdERER', 'duration_ms': 168920, 'time_signature': 4}]",8
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,70UV1HmppYUxBI6yCev4d5,"[{'danceability': 0.715, 'energy': 0.587, 'key': 5, 'loudness': -5.387, 'mode': 0, 'speechiness': 0.21, 'acousticness': 0.136, 'instrumentalness': 1.08e-05, 'liveness': 0.201, 'valence': 0.453, 'tempo': 116.68, 'type': 'audio_features', 'id': '70UV1HmppYUxBI6yCev4d5', 'uri': 'spotify:track:70UV1HmppYUxBI6yCev4d5', 'track_href': 'https://api.spotify.com/v1/tracks/70UV1HmppYUxBI6yCev4d5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/70UV1HmppYUxBI6yCev4d5', 'duration_ms': 182667, 'time_signature': 4}]",7
Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,4DGrMHTVjxecZbYStawUK1,"[{'danceability': 0.683, 'energy': 0.713, 'key': 7, 'loudness': -4.375, 'mode': 0, 'speechiness': 0.0464, 'acousticness': 0.148, 'instrumentalness': 1.65e-05, 'liveness': 0.113, 'valence': 0.169, 'tempo': 88.008, 'type': 'audio_features', 'id': '4DGrMHTVjxecZbYStawUK1', 'uri': 'spotify:track:4DGrMHTVjxecZbYStawUK1', 'track_href': 'https://api.spotify.com/v1/tracks/4DGrMHTVjxecZbYStawUK1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4DGrMHTVjxecZbYStawUK1', 'duration_ms': 199920, 'time_signature': 4}]",3
Raindrops (Insane) [with Travis Scott],Metro Boomin,4qf2G3v1ychaRZ0glmrkES,"[{'danceability': 0.799, 'energy': 0.539, 'key': 8, 'loudness': -5.703, 'mode': 1, 'speechiness': 0.0457, 'acousticness': 0.0918, 'instrumentalness': 0, 'liveness': 0.381, 'valence': 0.15, 'tempo': 111.968, 'type': 'audio_features', 'id': '4qf2G3v1ychaRZ0glmrkES', 'uri': 'spotify:track:4qf2G3v1ychaRZ0glmrkES', 'track_href': 'https://api.spotify.com/v1/tracks/4qf2G3v1ychaRZ0glmrkES', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4qf2G3v1ychaRZ0glmrkES', 'duration_ms': 188587, 'time_signature': 4}]",9
Umbrella (with 21 Savage & Young Nudy),Metro Boomin,31De8hk4QgDsbS26w06h21,"[{'danceability': 0.825, 'energy': 0.78, 'key': 11, 'loudness': -3.705, 'mode': 0, 'speechiness': 0.142, 'acousticness': 0.0923, 'instrumentalness': 7.96e-05, 'liveness': 0.361, 'valence': 0.379, 'tempo': 111.004, 'type': 'audio_features', 'id': '31De8hk4QgDsbS26w06h21', 'uri': 'spotify:track:31De8hk4QgDsbS26w06h21', 'track_href': 'https://api.spotify.com/v1/tracks/31De8hk4QgDsbS26w06h21', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/31De8hk4QgDsbS26w06h21', 'duration_ms': 222000, 'time_signature': 4}]",3
Trance (with Travis Scott & Young Thug),Metro Boomin,7Ap7Fpqnh2BUQBQxbLEC9I,"[{'danceability': 0.753, 'energy': 0.534, 'key': 1, 'loudness': -7.572, 'mode': 0, 'speechiness': 0.34, 'acousticness': 0.175, 'instrumentalness': 0, 'liveness': 0.18, 'valence': 0.481, 'tempo': 119.487, 'type': 'audio_features', 'id': '7Ap7Fpqnh2BUQBQxbLEC9I', 'uri': 'spotify:track:7Ap7Fpqnh2BUQBQxbLEC9I', 'track_href': 'https://api.spotify.com/v1/tracks/7Ap7Fpqnh2BUQBQxbLEC9I', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7Ap7Fpqnh2BUQBQxbLEC9I', 'duration_ms': 194787, 'time_signature': 4}]",7
Around Me (feat. Don Toliver),Metro Boomin,1SN3Ts25sR0tLwcDGLJdNh,"[{'danceability': 0.694, 'energy': 0.672, 'key': 2, 'loudness': -3.519, 'mode': 0, 'speechiness': 0.0372, 'acousticness': 0.0623, 'instrumentalness': 0.00572, 'liveness': 0.453, 'valence': 0.0907, 'tempo': 119.989, 'type': 'audio_features', 'id': '1SN3Ts25sR0tLwcDGLJdNh', 'uri': 'spotify:track:1SN3Ts25sR0tLwcDGLJdNh', 'track_href': 'https://api.spotify.com/v1/tracks/1SN3Ts25sR0tLwcDGLJdNh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1SN3Ts25sR0tLwcDGLJdNh', 'duration_ms': 191520, 'time_signature': 4}]",1
Metro Spider (with Young Thug),Metro Boomin,03hyZKbj9GWZXD8jALwJA3,"[{'danceability': 0.726, 'energy': 0.698, 'key': 1, 'loudness': -5.083, 'mode': 1, 'speechiness': 0.112, 'acousticness': 0.0345, 'instrumentalness': 0, 'liveness': 0.455, 'valence': 0.334, 'tempo': 143.05, 'type': 'audio_features', 'id': '03hyZKbj9GWZXD8jALwJA3', 'uri': 'spotify:track:03hyZKbj9GWZXD8jALwJA3', 'track_href': 'https://api.spotify.com/v1/tracks/03hyZKbj9GWZXD8jALwJA3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/03hyZKbj9GWZXD8jALwJA3', 'duration_ms': 174560, 'time_signature': 4}]",6
I Can't Save You (Interlude) [with Future & feat. Don Toliver],Metro Boomin,6QMGGtszpwFVyzgktMqorN,"[{'danceability': 0.678, 'energy': 0.693, 'key': 11, 'loudness': -4.511, 'mode': 1, 'speechiness': 0.192, 'acousticness': 0.0213, 'instrumentalness': 0, 'liveness': 0.154, 'valence': 0.271, 'tempo': 143.153, 'type': 'audio_features', 'id': '6QMGGtszpwFVyzgktMqorN', 'uri': 'spotify:track:6QMGGtszpwFVyzgktMqorN', 'track_href': 'https://api.spotify.com/v1/tracks/6QMGGtszpwFVyzgktMqorN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6QMGGtszpwFVyzgktMqorN', 'duration_ms': 90720, 'time_signature': 4}]",9
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,64BuLY7ggczC17w5LSUlSE,"[{'danceability': 0.713, 'energy': 0.611, 'key': 1, 'loudness': -5.993, 'mode': 0, 'speechiness': 0.0507, 'acousticness': 0.361, 'instrumentalness': 0, 'liveness': 0.0803, 'valence': 0.173, 'tempo': 97.936, 'type': 'audio_features', 'id': '64BuLY7ggczC17w5LSUlSE', 'uri': 'spotify:track:64BuLY7ggczC17w5LSUlSE', 'track_href': 'https://api.spotify.com/v1/tracks/64BuLY7ggczC17w5LSUlSE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/64BuLY7ggczC17w5LSUlSE', 'duration_ms': 221520, 'time_signature': 4}]",1
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin,5XJWEh8huqG0l9RgRyArtv,"[{'danceability': 0.493, 'energy': 0.657, 'key': 7, 'loudness': -5.415, 'mode': 0, 'speechiness': 0.289, 'acousticness': 0.189, 'instrumentalness': 5.02e-05, 'liveness': 0.181, 'valence': 0.238, 'tempo': 87.634, 'type': 'audio_features', 'id': '5XJWEh8huqG0l9RgRyArtv', 'uri': 'spotify:track:5XJWEh8huqG0l9RgRyArtv', 'track_href': 'https://api.spotify.com/v1/tracks/5XJWEh8huqG0l9RgRyArtv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5XJWEh8huqG0l9RgRyArtv', 'duration_ms': 207307, 'time_signature': 4}]",3
Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],Metro Boomin,639ue9j47l2tnsXBdkKN0T,"[{'danceability': 0.543, 'energy': 0.525, 'key': 5, 'loudness': -8.714, 'mode': 0, 'speechiness': 0.277, 'acousticness': 0.148, 'instrumentalness': 0.000394, 'liveness': 0.213, 'valence': 0.184, 'tempo': 151.267, 'type': 'audio_features', 'id': '639ue9j47l2tnsXBdkKN0T', 'uri': 'spotify:track:639ue9j47l2tnsXBdkKN0T', 'track_href': 'https://api.spotify.com/v1/tracks/639ue9j47l2tnsXBdkKN0T', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/639ue9j47l2tnsXBdkKN0T', 'duration_ms': 310960, 'time_signature': 4}]",1
Waves On Every Chain,Babyface Ray,4e1sgNcynbWbzSjoRsci36,"[{'danceability': 0.444, 'energy': 0.518, 'key': 1, 'loudness': -6.523, 'mode': 0, 'speechiness': 0.326, 'acousticness': 0.316, 'instrumentalness': 8.27e-05, 'liveness': 0.13, 'valence': 0.161, 'tempo': 94.986, 'type': 'audio_features', 'id': '4e1sgNcynbWbzSjoRsci36', 'uri': 'spotify:track:4e1sgNcynbWbzSjoRsci36', 'track_href': 'https://api.spotify.com/v1/tracks/4e1sgNcynbWbzSjoRsci36', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4e1sgNcynbWbzSjoRsci36', 'duration_ms': 173799, 'time_signature': 4}]",1
Plenty,FaZe Kaysan,0jpyhIyvdVZUagbPP9IiZI,"[{'danceability': 0.777, 'energy': 0.564, 'key': 1, 'loudness': -5.815, 'mode': 1, 'speechiness': 0.22, 'acousticness': 0.0347, 'instrumentalness': 0, 'liveness': 0.136, 'valence': 0.152, 'tempo': 75.527, 'type': 'audio_features', 'id': '0jpyhIyvdVZUagbPP9IiZI', 'uri': 'spotify:track:0jpyhIyvdVZUagbPP9IiZI', 'track_href': 'https://api.spotify.com/v1/tracks/0jpyhIyvdVZUagbPP9IiZI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0jpyhIyvdVZUagbPP9IiZI', 'duration_ms': 238421, 'time_signature': 4}]",6
Wonderful Wayne & Jackie Boy,Babyface Ray,4E3BSxzGKQrDHBf9QfoewY,"[{'danceability': 0.806, 'energy': 0.715, 'key': 11, 'loudness': -5.024, 'mode': 1, 'speechiness': 0.291, 'acousticness': 0.0305, 'instrumentalness': 0, 'liveness': 0.391, 'valence': 0.319, 'tempo': 172.138, 'type': 'audio_features', 'id': '4E3BSxzGKQrDHBf9QfoewY', 'uri': 'spotify:track:4E3BSxzGKQrDHBf9QfoewY', 'track_href': 'https://api.spotify.com/v1/tracks/4E3BSxzGKQrDHBf9QfoewY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4E3BSxzGKQrDHBf9QfoewY', 'duration_ms': 133953, 'time_signature': 4}]",9
Rap Politics,Babyface Ray,4fljaEV9x1KdqZ4Ud3RNdq,"[{'danceability': 0.718, 'energy': 0.519, 'key': 11, 'loudness': -7.254, 'mode': 1, 'speechiness': 0.215, 'acousticness': 0.00588, 'instrumentalness': 0, 'liveness': 0.166, 'valence': 0.251, 'tempo': 150.031, 'type': 'audio_features', 'id': '4fljaEV9x1KdqZ4Ud3RNdq', 'uri': 'spotify:track:4fljaEV9x1KdqZ4Ud3RNdq', 'track_href': 'https://api.spotify.com/v1/tracks/4fljaEV9x1KdqZ4Ud3RNdq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4fljaEV9x1KdqZ4Ud3RNdq', 'duration_ms': 185093, 'time_signature': 4}]",9
Brand New Benz,Babyface Ray,6Vn2PV8YDsws0T69sQfyKU,"[{'danceability': 0.745, 'energy': 0.667, 'key': 7, 'loudness': -6.256, 'mode': 1, 'speechiness': 0.271, 'acousticness': 0.135, 'instrumentalness': 0, 'liveness': 0.285, 'valence': 0.479, 'tempo': 98.5, 'type': 'audio_features', 'id': '6Vn2PV8YDsws0T69sQfyKU', 'uri': 'spotify:track:6Vn2PV8YDsws0T69sQfyKU', 'track_href': 'https://api.spotify.com/v1/tracks/6Vn2PV8YDsws0T69sQfyKU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Vn2PV8YDsws0T69sQfyKU', 'duration_ms': 146713, 'time_signature': 4}]",4
The Score,Lil Tecca,4ndxiJH8MkwIvPpRn8DVJA,"[{'danceability': 0.579, 'energy': 0.476, 'key': 5, 'loudness': -9.84, 'mode': 0, 'speechiness': 0.422, 'acousticness': 0.414, 'instrumentalness': 0, 'liveness': 0.133, 'valence': 0.301, 'tempo': 89.532, 'type': 'audio_features', 'id': '4ndxiJH8MkwIvPpRn8DVJA', 'uri': 'spotify:track:4ndxiJH8MkwIvPpRn8DVJA', 'track_href': 'https://api.spotify.com/v1/tracks/4ndxiJH8MkwIvPpRn8DVJA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4ndxiJH8MkwIvPpRn8DVJA', 'duration_ms': 128720, 'time_signature': 4}]",8
Lock On Me (with Travis Scott & Future),Metro Boomin,5vMaIipCKwFA4wP1505oA1,"[{'danceability': 0.741, 'energy': 0.49, 'key': 10, 'loudness': -8.331, 'mode': 1, 'speechiness': 0.236, 'acousticness': 0.455, 'instrumentalness': 2.43e-05, 'liveness': 0.103, 'valence': 0.187, 'tempo': 93.944, 'type': 'audio_features', 'id': '5vMaIipCKwFA4wP1505oA1', 'uri': 'spotify:track:5vMaIipCKwFA4wP1505oA1', 'track_href': 'https://api.spotify.com/v1/tracks/5vMaIipCKwFA4wP1505oA1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5vMaIipCKwFA4wP1505oA1', 'duration_ms': 174707, 'time_signature': 4}]",9
Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),Metro Boomin,27RDADqLHPALTugdGEyGtG,"[{'danceability': 0.49, 'energy': 0.779, 'key': 5, 'loudness': -5.938, 'mode': 0, 'speechiness': 0.317, 'acousticness': 0.092, 'instrumentalness': 0, 'liveness': 0.319, 'valence': 0.4, 'tempo': 177.944, 'type': 'audio_features', 'id': '27RDADqLHPALTugdGEyGtG', 'uri': 'spotify:track:27RDADqLHPALTugdGEyGtG', 'track_href': 'https://api.spotify.com/v1/tracks/27RDADqLHPALTugdGEyGtG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/27RDADqLHPALTugdGEyGtG', 'duration_ms': 189427, 'time_signature': 3}]",1
All The Money (with Gunna) [Bonus],Metro Boomin,6SeNRCX36QFj0nm89vTDxZ,"[{'danceability': 0.834, 'energy': 0.58, 'key': 4, 'loudness': -7.035, 'mode': 0, 'speechiness': 0.0596, 'acousticness': 0.0707, 'instrumentalness': 0.00184, 'liveness': 0.641, 'valence': 0.291, 'tempo': 111.975, 'type': 'audio_features', 'id': '6SeNRCX36QFj0nm89vTDxZ', 'uri': 'spotify:track:6SeNRCX36QFj0nm89vTDxZ', 'track_href': 'https://api.spotify.com/v1/tracks/6SeNRCX36QFj0nm89vTDxZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6SeNRCX36QFj0nm89vTDxZ', 'duration_ms': 167400, 'time_signature': 4}]",1
Crazy World,Babyface Ray,4KwkYNi7LEMrHFV8NdTh9p,"[{'danceability': 0.694, 'energy': 0.593, 'key': 8, 'loudness': -6.223, 'mode': 0, 'speechiness': 0.303, 'acousticness': 0.439, 'instrumentalness': 0, 'liveness': 0.269, 'valence': 0.254, 'tempo': 97.726, 'type': 'audio_features', 'id': '4KwkYNi7LEMrHFV8NdTh9p', 'uri': 'spotify:track:4KwkYNi7LEMrHFV8NdTh9p', 'track_href': 'https://api.spotify.com/v1/tracks/4KwkYNi7LEMrHFV8NdTh9p', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4KwkYNi7LEMrHFV8NdTh9p', 'duration_ms': 118365, 'time_signature': 4}]",3
Massacre (feat. Doe Boy),Babyface Ray,1hCPGZBub6bWkVppAnPVoH,"[{'danceability': 0.791, 'energy': 0.57, 'key': 9, 'loudness': -4.765, 'mode': 1, 'speechiness': 0.378, 'acousticness': 0.036, 'instrumentalness': 1.03e-06, 'liveness': 0.113, 'valence': 0.153, 'tempo': 169.467, 'type': 'audio_features', 'id': '1hCPGZBub6bWkVppAnPVoH', 'uri': 'spotify:track:1hCPGZBub6bWkVppAnPVoH', 'track_href': 'https://api.spotify.com/v1/tracks/1hCPGZBub6bWkVppAnPVoH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1hCPGZBub6bWkVppAnPVoH', 'duration_ms': 147797, 'time_signature': 4}]",9
Masterpiece,Babyface Ray,3Oo1cP4d0HthBFq8CghhBH,"[{'danceability': 0.933, 'energy': 0.454, 'key': 2, 'loudness': -7.027, 'mode': 1, 'speechiness': 0.411, 'acousticness': 0.114, 'instrumentalness': 0, 'liveness': 0.224, 'valence': 0.614, 'tempo': 136.027, 'type': 'audio_features', 'id': '3Oo1cP4d0HthBFq8CghhBH', 'uri': 'spotify:track:3Oo1cP4d0HthBFq8CghhBH', 'track_href': 'https://api.spotify.com/v1/tracks/3Oo1cP4d0HthBFq8CghhBH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Oo1cP4d0HthBFq8CghhBH', 'duration_ms': 155352, 'time_signature': 4}]",2
Wavy Gang Immortal (feat. Samuel Shabazz & King Hendrick$),Babyface Ray,4QtGWfGcgDzstaqapVcxL4,"[{'danceability': 0.487, 'energy': 0.829, 'key': 5, 'loudness': -4.851, 'mode': 0, 'speechiness': 0.311, 'acousticness': 0.0988, 'instrumentalness': 0, 'liveness': 0.131, 'valence': 0.463, 'tempo': 80.661, 'type': 'audio_features', 'id': '4QtGWfGcgDzstaqapVcxL4', 'uri': 'spotify:track:4QtGWfGcgDzstaqapVcxL4', 'track_href': 'https://api.spotify.com/v1/tracks/4QtGWfGcgDzstaqapVcxL4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4QtGWfGcgDzstaqapVcxL4', 'duration_ms': 316235, 'time_signature': 4}]",7
Spill My Cup,Babyface Ray,5a6QRrQKelw99CGepRrQXr,"[{'danceability': 0.712, 'energy': 0.712, 'key': 2, 'loudness': -5.665, 'mode': 1, 'speechiness': 0.407, 'acousticness': 0.423, 'instrumentalness': 0, 'liveness': 0.369, 'valence': 0.675, 'tempo': 82.381, 'type': 'audio_features', 'id': '5a6QRrQKelw99CGepRrQXr', 'uri': 'spotify:track:5a6QRrQKelw99CGepRrQXr', 'track_href': 'https://api.spotify.com/v1/tracks/5a6QRrQKelw99CGepRrQXr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5a6QRrQKelw99CGepRrQXr', 'duration_ms': 163458, 'time_signature': 4}]",2
Corner Suite,Babyface Ray,0SpjCOKg6vMydKKwgYQuCj,"[{'danceability': 0.537, 'energy': 0.559, 'key': 7, 'loudness': -5.819, 'mode': 1, 'speechiness': 0.334, 'acousticness': 0.0542, 'instrumentalness': 0, 'liveness': 0.468, 'valence': 0.312, 'tempo': 78.177, 'type': 'audio_features', 'id': '0SpjCOKg6vMydKKwgYQuCj', 'uri': 'spotify:track:0SpjCOKg6vMydKKwgYQuCj', 'track_href': 'https://api.spotify.com/v1/tracks/0SpjCOKg6vMydKKwgYQuCj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0SpjCOKg6vMydKKwgYQuCj', 'duration_ms': 233583, 'time_signature': 4}]",9
Hallelujah (feat. GMO Stax),Babyface Ray,1r0C00vrfkOmmMGn7bgdRm,"[{'danceability': 0.676, 'energy': 0.78, 'key': 2, 'loudness': -5.197, 'mode': 1, 'speechiness': 0.249, 'acousticness': 0.0535, 'instrumentalness': 0, 'liveness': 0.124, 'valence': 0.285, 'tempo': 163.059, 'type': 'audio_features', 'id': '1r0C00vrfkOmmMGn7bgdRm', 'uri': 'spotify:track:1r0C00vrfkOmmMGn7bgdRm', 'track_href': 'https://api.spotify.com/v1/tracks/1r0C00vrfkOmmMGn7bgdRm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1r0C00vrfkOmmMGn7bgdRm', 'duration_ms': 167259, 'time_signature': 4}]",6
MMA,Allstar JR,5zUjptnw9ueZE7yTcZQ2SX,"[{'danceability': 0.861, 'energy': 0.556, 'key': 1, 'loudness': -9.127, 'mode': 1, 'speechiness': 0.304, 'acousticness': 0.114, 'instrumentalness': 0, 'liveness': 0.0601, 'valence': 0.278, 'tempo': 101.084, 'type': 'audio_features', 'id': '5zUjptnw9ueZE7yTcZQ2SX', 'uri': 'spotify:track:5zUjptnw9ueZE7yTcZQ2SX', 'track_href': 'https://api.spotify.com/v1/tracks/5zUjptnw9ueZE7yTcZQ2SX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5zUjptnw9ueZE7yTcZQ2SX', 'duration_ms': 166800, 'time_signature': 4}]",6
One Time (feat. Jeezy),Icewear Vezzo,4tKDqeQ3ncq5o5TSWfqF6r,"[{'danceability': 0.719, 'energy': 0.673, 'key': 10, 'loudness': -7.69, 'mode': 0, 'speechiness': 0.364, 'acousticness': 0.00776, 'instrumentalness': 0, 'liveness': 0.461, 'valence': 0.771, 'tempo': 150.062, 'type': 'audio_features', 'id': '4tKDqeQ3ncq5o5TSWfqF6r', 'uri': 'spotify:track:4tKDqeQ3ncq5o5TSWfqF6r', 'track_href': 'https://api.spotify.com/v1/tracks/4tKDqeQ3ncq5o5TSWfqF6r', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4tKDqeQ3ncq5o5TSWfqF6r', 'duration_ms': 166322, 'time_signature': 4}]",5
Speak The Truth,Rio Da Yung Og,1HB02MUTDPP9Em774us0Ws,"[{'danceability': 0.617, 'energy': 0.485, 'key': 10, 'loudness': -7.029, 'mode': 1, 'speechiness': 0.59, 'acousticness': 0.28, 'instrumentalness': 0, 'liveness': 0.0802, 'valence': 0.47, 'tempo': 71.377, 'type': 'audio_features', 'id': '1HB02MUTDPP9Em774us0Ws', 'uri': 'spotify:track:1HB02MUTDPP9Em774us0Ws', 'track_href': 'https://api.spotify.com/v1/tracks/1HB02MUTDPP9Em774us0Ws', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1HB02MUTDPP9Em774us0Ws', 'duration_ms': 134713, 'time_signature': 3}]",4
